City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Hilton Head Island,US,2021-11-20 18:03:36,32.2163,-80.7526,64.99,69,1,11.5
280,Gerash,IR,2021-11-20 18:03:36,27.6652,54.1371,65.17,45,4,2.1
281,Ostrovnoy,RU,2021-11-20 18:02:47,68.0531,39.5131,31.75,81,99,8.63
282,Provideniya,RU,2021-11-20 18:00:58,64.3833,-173.3,8.64,59,11,4.0
283,Acapulco,MX,2021-11-20 18:01:33,16.8634,-99.8901,85.08,57,0,3.0
284,Magdagachi,RU,2021-11-20 18:03:37,53.45,125.8,11.68,58,100,2.17
285,Le Port,RE,2021-11-20 17:59:21,-20.9373,55.2919,77.0,89,39,5.66
286,Richards Bay,ZA,2021-11-20 18:01:51,-28.783,32.0377,67.59,66,97,5.64
287,Deulgaon Raja,IN,2021-11-20 18:03:38,20.0167,76.0333,71.2,93,86,9.66
288,Georgiyevka,KZ,2021-11-20 18:03:38,43.0369,74.7114,28.44,64,0,6.71
289,Jumla,NP,2021-11-20 18:03:38,29.2747,82.1838,43.47,68,0,3.53
290,Zyryanka,RU,2021-11-20 18:03:39,65.75,150.85,-16.65,100,94,2.44
291,Corumba,BR,2021-11-20 18:03:39,-19.0092,-57.6533,85.91,58,75,5.75
292,Chulman,RU,2021-11-20 18:03:40,56.8479,124.9104,-20.79,100,93,1.63
293,Lasa,IT,2021-11-20 18:03:40,46.6166,10.7002,42.37,55,9,1.32
294,Zambezi,ZM,2021-11-20 18:03:40,-13.5432,23.1047,66.87,87,84,4.88
295,Along,IN,2021-11-20 18:03:41,28.1667,94.7667,57.24,70,63,1.77
296,Santo Angelo,BR,2021-11-20 18:03:41,-28.2992,-54.2631,83.86,25,0,7.76
297,Kichmengskiy Gorodok,RU,2021-11-20 18:03:41,59.9816,45.7854,26.15,98,100,2.53
298,Qeshm,IR,2021-11-20 17:59:02,26.9581,56.2719,67.89,44,0,5.95
299,Lazaro Cardenas,MX,2021-11-20 18:00:02,17.9583,-102.2,85.69,49,1,2.57
300,Prince Rupert,CA,2021-11-20 18:01:30,54.3161,-130.3201,44.69,93,90,9.22
301,Tiarei,PF,2021-11-20 18:03:42,-17.5333,-149.3333,82.42,67,53,18.14
302,Tabou,CI,2021-11-20 18:02:07,4.423,-7.3528,81.7,79,15,7.45
303,Sao Jose Da Coroa Grande,BR,2021-11-20 18:03:43,-8.8978,-35.1478,83.19,65,61,12.21
304,Rovnoye,RU,2021-11-20 18:03:43,50.7765,46.0509,43.5,84,100,23.82
305,Ponta Do Sol,PT,2021-11-20 18:00:57,32.6667,-17.1,69.01,59,81,2.55
306,Bone,DE,2021-11-20 18:03:43,51.9669,12.1396,51.3,77,75,8.01
307,Sompeta,IN,2021-11-20 18:03:44,18.9333,84.6,77.61,89,22,3.06
308,Port Blair,IN,2021-11-20 18:03:44,11.6667,92.75,81.23,85,66,13.18
309,Cap Malheureux,MU,2021-11-20 18:03:45,-19.9842,57.6142,77.47,67,3,4.0
310,Lensk,RU,2021-11-20 18:03:45,60.7253,114.9278,-6.72,100,100,1.74
311,Ketchikan,US,2021-11-20 18:01:07,55.3422,-131.6461,35.42,99,100,3.78
312,Touros,BR,2021-11-20 18:03:45,-5.1989,-35.4608,86.9,58,100,14.29
313,Arys,KZ,2021-11-20 18:03:46,42.4252,68.795,32.22,39,2,5.77
314,Baghdad,IQ,2021-11-20 18:03:46,33.3406,44.4009,66.11,48,90,5.75
315,Fuzhou,CN,2021-11-20 17:58:50,26.0614,119.3061,66.09,94,44,2.62
316,Seddon,AU,2021-11-20 18:03:47,-37.8068,144.8916,55.8,71,90,10.36
317,Nome,US,2021-11-20 18:03:47,64.5011,-165.4064,0.16,60,1,0.0
318,Neftcala,AZ,2021-11-20 17:59:11,39.3742,49.2472,53.83,80,48,9.04
319,Pulivendla,IN,2021-11-20 18:03:47,14.4167,78.2333,77.47,84,100,3.38
320,Pendleton,US,2021-11-20 18:03:48,45.6721,-118.7886,46.04,81,1,6.91
321,Ludza,LV,2021-11-20 18:03:48,56.55,27.7167,38.62,77,71,12.5
322,Felipe Carrillo Puerto,MX,2021-11-20 18:04:49,19.5833,-88.05,85.21,62,92,3.42
323,Inverell,AU,2021-11-20 18:00:14,-29.7833,151.1167,67.66,99,100,1.01
324,Saryozek,KZ,2021-11-20 18:04:49,44.3583,77.9753,26.91,43,0,9.04
325,Epe,NG,2021-11-20 18:04:50,6.5841,3.9834,80.31,83,39,7.63
326,Kidal,ML,2021-11-20 18:04:50,18.4411,1.4078,85.01,17,86,10.33
327,Mongo,TD,2021-11-20 18:04:50,12.1844,18.693,86.05,16,9,6.62
328,Soyo,AO,2021-11-20 18:04:51,-6.1349,12.3689,79.16,82,83,7.56
329,Vesoul,FR,2021-11-20 18:04:51,47.5833,5.8333,39.65,84,6,2.08
330,Pringsewu,ID,2021-11-20 18:04:51,-5.3582,104.9744,75.4,88,99,2.73
331,Clonakilty,IE,2021-11-20 18:04:52,51.6231,-8.8706,51.01,84,100,11.95
332,Henties Bay,NA,2021-11-20 18:04:52,-22.116,14.2845,58.86,90,32,8.68
333,Pimenteiras,BR,2021-11-20 18:04:52,-6.2453,-41.4192,100.92,22,33,8.5
334,Bratsk,RU,2021-11-20 18:04:53,56.1325,101.6142,-1.66,87,44,4.99
335,Amapa,BR,2021-11-20 18:04:53,1.0,-52.0,86.56,54,94,5.55
336,Mount Gambier,AU,2021-11-20 18:04:53,-37.8333,140.7667,45.05,90,1,4.52
337,Palu,ID,2021-11-20 18:04:54,-0.8917,119.8707,74.82,96,71,2.84
338,Poum,NC,2021-11-20 18:04:54,-20.2333,164.0167,75.69,75,2,15.68
339,Zhigansk,RU,2021-11-20 18:04:55,66.7697,123.3711,-25.38,99,99,6.4
340,Abu Kamal,SY,2021-11-20 18:04:55,34.4506,40.9171,61.93,65,88,4.99
341,Itupiranga,BR,2021-11-20 18:04:55,-5.1347,-49.3267,80.92,68,46,2.73
342,Macapa,BR,2021-11-20 18:02:36,0.0389,-51.0664,87.33,62,94,13.98
343,Paita,PE,2021-11-20 18:04:56,-5.0892,-81.1144,77.56,71,59,15.88
344,Yerbogachen,RU,2021-11-20 18:04:56,61.2767,108.0108,2.52,98,100,1.7
345,Cockburn Town,TC,2021-11-20 18:04:57,21.4612,-71.1419,80.35,78,98,14.65
346,Kyabe,TD,2021-11-20 18:04:57,9.4515,18.9449,84.87,24,5,3.06
347,Yorkton,CA,2021-11-20 18:00:50,51.2167,-102.4677,24.19,85,58,7.34
348,Katobu,ID,2021-11-20 18:04:57,-4.9408,122.5276,75.97,92,90,2.19
349,Puerto Madero,MX,2021-11-20 18:04:58,14.7208,-92.4215,89.8,55,40,6.91
350,Batagay-Alyta,RU,2021-11-20 18:00:34,67.8006,130.4114,-21.75,97,69,4.38
351,Ornskoldsvik,SE,2021-11-20 18:01:26,63.2909,18.7153,32.95,86,37,13.8
352,Dahuk,IQ,2021-11-20 18:04:58,36.8695,42.994,51.98,67,94,5.91
353,Zeya,RU,2021-11-20 18:04:59,53.75,127.2667,9.41,65,96,3.47
354,Kalmunai,LK,2021-11-20 18:04:59,7.4167,81.8167,79.83,83,96,4.59
355,Victoria,HK,2021-11-20 18:00:05,22.2855,114.1577,74.32,87,88,5.99
356,Santa Rosa,PH,2021-11-20 18:05:00,14.3122,121.1114,79.11,91,100,8.37
357,Chicama,PE,2021-11-20 18:05:00,-7.8447,-79.1469,64.94,60,99,11.48
358,Ormara,PK,2021-11-20 18:05:00,25.2088,64.6357,74.64,40,0,5.44
359,Great Yarmouth,GB,2021-11-20 18:05:01,52.6083,1.7305,50.23,83,40,12.1
360,Vung Tau,VN,2021-11-20 18:01:08,10.346,107.0843,79.23,86,65,11.52
361,Abu Samrah,SY,2021-11-20 18:05:01,35.3029,37.1841,53.98,84,83,11.34
362,Kiama,AU,2021-11-20 18:05:02,-34.6833,150.8667,59.38,95,100,1.01
363,Zhangye,CN,2021-11-20 18:05:02,38.9342,100.4517,24.8,64,99,9.57
364,Komsomolskiy,UZ,2021-11-20 18:05:02,40.4272,71.7189,32.72,64,0,6.91
365,Sioux Lookout,CA,2021-11-20 18:00:45,50.1001,-91.917,28.87,87,97,10.07
366,Goroka,PG,2021-11-20 18:05:03,-6.0834,145.3873,59.76,97,93,1.28
367,Kriel,ZA,2021-11-20 18:05:03,-26.2739,29.2253,60.75,79,70,11.79
368,Freising,DE,2021-11-20 18:05:04,48.4035,11.7488,43.45,86,90,4.61
369,Jiwani,PK,2021-11-20 18:06:04,25.05,61.7417,75.13,38,0,9.31
370,Waddan,LY,2021-11-20 18:06:05,29.1614,16.139,66.9,46,86,8.19
371,Laurel,US,2021-11-20 18:04:45,39.0993,-76.8483,48.25,51,1,4.0
372,Castro,BR,2021-11-20 18:06:05,-24.7911,-50.0119,75.13,53,65,5.79
373,Yeppoon,AU,2021-11-20 18:06:06,-23.1333,150.7333,65.98,73,92,6.11
374,Adrar,MR,2021-11-20 18:06:06,20.5022,-10.0711,84.51,19,83,8.05
375,Milas,TR,2021-11-20 18:06:06,37.3164,27.7839,56.55,38,0,5.75
376,Nouadhibou,MR,2021-11-20 18:06:07,20.931,-17.0347,68.99,81,100,13.65
377,Blagoyevo,RU,2021-11-20 18:06:07,63.3667,47.9167,27.88,90,100,5.97
378,Havoysund,NO,2021-11-20 18:06:07,70.9963,24.6622,29.28,61,100,24.52
379,Storm Lake,US,2021-11-20 18:06:08,42.6411,-95.2097,49.69,42,1,8.05
380,Wahiawa,US,2021-11-20 18:06:08,21.5028,-158.0236,76.8,82,1,0.0
381,Beringovskiy,RU,2021-11-20 18:06:09,63.05,179.3167,-1.44,96,33,8.43
382,Salina,US,2021-11-20 18:06:09,38.8403,-97.6114,56.01,42,1,1.99
383,Quatre Cocos,MU,2021-11-20 18:06:10,-20.2078,57.7625,77.09,69,7,11.79
384,Aasiaat,GL,2021-11-20 18:06:10,68.7098,-52.8699,24.91,69,100,9.89
385,Maragogi,BR,2021-11-20 18:06:10,-9.0122,-35.2225,83.19,65,65,12.41
386,Taltal,CL,2021-11-20 18:06:11,-25.4,-70.4833,67.51,62,56,7.49
387,Shingu,JP,2021-11-20 18:02:53,33.7333,135.9833,54.55,80,0,5.91
388,Belozerskoye,RU,2021-11-20 18:06:11,55.8214,65.5842,21.72,82,100,18.19
389,Namatanai,PG,2021-11-20 18:02:29,-3.6667,152.4333,77.67,85,49,3.8
390,San Patricio,US,2021-11-20 18:06:12,28.017,-97.5169,80.87,62,15,9.1
391,Saint-Pierre,RE,2021-11-20 18:06:12,-21.3393,55.4781,76.68,73,0,3.44
392,Smoky Lake,CA,2021-11-20 18:06:13,54.1169,-112.4686,14.79,81,100,13.89
393,Fairview,US,2021-11-20 18:04:06,40.8126,-73.999,48.24,47,1,0.0
394,Sciacca,IT,2021-11-20 18:06:13,37.5082,13.0881,58.03,75,0,4.85
395,Samarai,PG,2021-11-20 18:06:14,-10.6167,150.6667,80.69,81,56,11.34
396,Xinyang,CN,2021-11-20 18:06:14,32.1228,114.0656,52.05,84,100,8.68
397,Tilichiki,RU,2021-11-20 18:06:14,60.4667,166.1,0.86,95,95,10.31
398,Puerto Escondido,MX,2021-11-20 18:06:15,15.85,-97.0667,85.03,65,20,8.05
399,Vestmannaeyjar,IS,2021-11-20 18:06:01,63.4427,-20.2734,32.99,64,0,17.27
400,Lavrentiya,RU,2021-11-20 18:06:15,65.5833,-171.0,0.05,77,84,6.02
401,Maracas,BR,2021-11-20 18:06:16,-13.4411,-40.4308,80.02,50,72,6.53
402,Kinablangan,PH,2021-11-20 18:06:16,7.6947,126.5503,78.64,84,87,3.74
403,Rawson,AR,2021-11-20 18:06:16,-43.3002,-65.1023,79.86,27,72,30.15
404,Katherine,AU,2021-11-20 18:06:17,-14.4667,132.2667,84.52,65,40,5.75
405,Erdenet,MN,2021-11-20 18:06:17,49.0333,104.0833,3.78,83,99,6.33
406,Shelburne,CA,2021-11-20 18:05:06,44.0787,-80.2041,38.57,77,100,12.73
407,Gouyave,GD,2021-11-20 18:06:18,12.1646,-61.7296,84.97,70,20,18.41
408,Lexington,US,2021-11-20 18:02:40,37.9887,-84.4777,55.24,34,1,1.99
409,Nsanje,MW,2021-11-20 18:06:18,-16.92,35.262,87.03,47,86,11.1
410,Nushki,PK,2021-11-20 18:06:18,29.5542,66.0215,48.24,35,0,2.59
411,Kabanjahe,ID,2021-11-20 18:06:19,3.1001,98.4908,66.96,97,95,2.93
412,Kodiak,US,2021-11-20 18:06:19,57.79,-152.4072,36.91,60,90,29.93
413,Kudahuvadhoo,MV,2021-11-20 18:06:20,2.6708,72.8944,81.64,76,73,17.9
414,Qasigiannguit,GL,2021-11-20 18:06:12,68.8193,-51.1922,21.45,90,100,2.26
415,Casablanca,MA,2021-11-20 18:04:30,33.5928,-7.6192,66.42,88,9,11.01
416,Rosetown,CA,2021-11-20 18:07:20,51.5501,-108.0014,26.98,76,100,12.97
417,Visnes,NO,2021-11-20 18:07:21,59.3556,5.2242,44.49,93,75,20.71
418,Minot,US,2021-11-20 18:07:21,48.2325,-101.2963,43.02,39,1,12.66
419,Vanavara,RU,2021-11-20 18:07:21,60.34,102.2797,-18.45,100,89,2.19
420,Rudnogorsk,RU,2021-11-20 18:07:22,57.2639,103.7519,-10.23,99,75,1.83
421,Saurimo,AO,2021-11-20 18:07:22,-9.6608,20.3916,64.94,96,94,0.76
422,Itainopolis,BR,2021-11-20 18:07:23,-7.4469,-41.4783,103.69,21,71,1.9
423,Fort Frances,CA,2021-11-20 18:07:23,48.5999,-93.4003,30.42,73,1,3.0
424,Lagos,NG,2021-11-20 18:03:58,6.5833,3.75,80.17,83,77,6.4
425,Mount Isa,AU,2021-11-20 18:07:23,-20.7333,139.5,76.77,61,4,0.0
426,Nalut,LY,2021-11-20 18:07:24,30.3333,10.85,63.72,50,81,11.21
427,Ouallam,NE,2021-11-20 18:07:24,14.3188,2.0866,88.57,11,1,8.84
428,Lethem,GY,2021-11-20 18:07:25,3.3803,-59.7968,91.63,46,78,5.46
429,Safaga,EG,2021-11-20 18:07:25,26.7292,33.9365,73.22,40,28,7.83
430,Longyearbyen,SJ,2021-11-20 18:07:25,78.2186,15.6401,10.24,72,75,9.22
431,Auki,SB,2021-11-20 18:07:26,-8.7676,160.7034,77.0,83,97,1.3
432,Barra Do Garcas,BR,2021-11-20 18:07:26,-15.89,-52.2567,80.6,76,97,7.09
433,Labuhan,ID,2021-11-20 18:07:27,-6.8844,112.2051,78.33,85,100,1.81
434,Victoria Point,AU,2021-11-20 18:07:27,-27.5833,153.3,73.11,87,67,6.33
435,Sahuaripa,MX,2021-11-20 18:07:27,29.05,-109.2333,81.23,24,84,2.75
436,Holeby,DK,2021-11-20 18:07:28,54.7115,11.4642,51.1,80,100,20.65
437,Ilhabela,BR,2021-11-20 18:07:28,-23.7781,-45.3581,69.06,87,99,6.91
438,Northam,GB,2021-11-20 18:07:29,51.0333,-4.2167,51.62,76,93,6.8
439,Tuatapere,NZ,2021-11-20 18:07:29,-46.1333,167.6833,50.49,94,100,3.85
440,Miechow,PL,2021-11-20 18:07:29,50.3565,20.0279,49.59,88,100,11.79
441,Mumbwa,ZM,2021-11-20 18:07:30,-14.9783,27.0619,68.43,73,86,3.42
442,Kentau,KZ,2021-11-20 18:07:30,43.5206,68.5094,31.24,43,56,7.0
443,Masvingo,ZW,2021-11-20 18:07:30,-20.0637,30.8277,65.03,92,84,8.9
444,Takestan,IR,2021-11-20 18:07:31,36.0696,49.6959,44.4,63,15,2.51
445,Qaqortoq,GL,2021-11-20 18:07:31,60.7167,-46.0333,32.5,100,100,6.04
446,Kloulklubed,PW,2021-11-20 18:07:31,7.0419,134.2556,84.24,76,36,11.81
447,Namtsy,RU,2021-11-20 18:07:32,62.7161,129.6658,-29.09,100,76,0.87
448,Ponta Delgada,PT,2021-11-20 18:07:32,37.7333,-25.6667,68.5,68,20,14.97
449,Tiksi,RU,2021-11-20 18:07:33,71.6872,128.8694,-12.41,96,99,6.55
450,Toora-Khem,RU,2021-11-20 18:07:33,52.4675,96.11,-6.3,89,97,2.89
451,Praia Da Vitoria,PT,2021-11-20 18:07:34,38.7333,-27.0667,66.76,75,76,22.21
452,Saint-Ambroise,CA,2021-11-20 18:07:34,48.5501,-71.3324,30.58,50,84,6.31
453,Kruisfontein,ZA,2021-11-20 18:07:34,-34.0033,24.7314,61.88,77,69,12.46
454,Mugur-Aksy,RU,2021-11-20 18:07:35,50.35,90.5,-6.38,78,27,6.42
455,Kutum,SD,2021-11-20 18:07:35,14.2,24.6667,70.74,21,0,12.64
456,Amiens,FR,2021-11-20 18:07:35,49.9,2.3,45.77,88,1,2.73
457,Ugoofaaru,MV,2021-11-20 18:03:53,5.6667,73.0,82.15,71,81,18.61
458,Los Llanos De Aridane,ES,2021-11-20 18:07:36,28.6585,-17.9182,65.95,63,20,5.01
459,Muroran,JP,2021-11-20 18:07:36,42.3172,140.9881,41.97,64,61,8.3
460,Kulotino,RU,2021-11-20 18:07:37,58.45,33.3833,34.11,95,100,12.82
461,Lerwick,GB,2021-11-20 18:07:37,60.1545,-1.1494,42.8,86,56,24.72
462,Husavik,IS,2021-11-20 18:07:37,66.0449,-17.3389,27.23,80,99,10.54
463,Tessalit,ML,2021-11-20 18:08:38,20.1986,1.0114,81.23,21,95,14.0
464,Ilulissat,GL,2021-11-20 18:08:22,69.2167,-51.1,21.22,68,75,3.44
465,Sarakhs,IR,2021-11-20 18:08:39,36.5449,61.1577,46.51,44,33,3.29
466,Kenora,CA,2021-11-20 18:08:39,49.8167,-94.4337,30.18,74,61,11.99
467,Miracema Do Tocantins,BR,2021-11-20 18:08:40,-9.5618,-48.3967,91.49,49,48,2.82
468,Taksimo,RU,2021-11-20 18:08:40,56.3444,114.8794,4.75,95,100,0.38
469,Isangel,VU,2021-11-20 18:08:41,-19.55,169.2667,73.9,81,92,3.06
470,Nakamura,JP,2021-11-20 18:08:41,32.9833,132.9333,52.75,86,9,2.64
471,Nampa,US,2021-11-20 18:08:41,43.5407,-116.5635,43.48,75,1,10.36
472,La Ronge,CA,2021-11-20 18:08:42,55.1001,-105.2842,19.62,79,90,9.22
473,Beckley,US,2021-11-20 18:04:23,37.7782,-81.1882,49.89,46,1,3.0
474,Belaya Gora,RU,2021-11-20 18:06:34,68.5333,146.4167,-10.86,100,99,1.74
475,Santa Isabel Do Rio Negro,BR,2021-11-20 18:08:43,-0.4139,-65.0192,74.55,96,100,0.56
476,Cabinda,AO,2021-11-20 18:08:43,-5.55,12.2,78.57,87,100,5.55
477,Inuvik,CA,2021-11-20 18:08:43,68.3499,-133.7218,2.16,85,90,2.3
478,Aykhal,RU,2021-11-20 18:08:44,66.0,111.5,-21.64,100,92,5.46
479,Quito,EC,2021-11-20 18:06:15,-0.2299,-78.5249,59.95,78,78,3.8
480,Angoram,PG,2021-11-20 18:08:44,-4.0625,144.0661,73.9,98,100,1.21
481,Primorsko-Akhtarsk,RU,2021-11-20 18:08:44,46.0497,38.1747,49.51,89,100,23.62
482,Xingyi,CN,2021-11-20 18:08:45,24.1877,102.817,50.14,92,0,1.88
483,Marystown,CA,2021-11-20 18:08:45,47.1666,-55.1483,43.86,100,37,8.01
484,Nhulunbuy,AU,2021-11-20 18:08:46,-12.2333,136.7667,75.81,94,53,0.0
485,Kuytun,RU,2021-11-20 18:08:46,54.3419,101.5036,-10.37,97,19,2.86
486,Arman,RU,2021-11-20 18:08:46,59.7,150.1667,17.96,78,100,11.95
487,Seoul,KR,2021-11-20 18:05:46,37.5683,126.9778,47.64,48,100,0.54
488,Trairi,BR,2021-11-20 18:05:25,-3.2778,-39.2689,86.94,58,94,16.84
489,Brcko,BA,2021-11-20 18:08:47,44.8728,18.8083,44.44,78,1,3.29
490,Lieksa,FI,2021-11-20 18:08:47,63.3167,30.0167,29.48,83,96,11.68
491,Coatesville,US,2021-11-20 18:06:11,39.9832,-75.8238,48.25,55,1,3.0
492,Ikalamavony,MG,2021-11-20 18:08:48,-21.15,46.5833,77.38,52,60,0.78
493,Kasama,ZM,2021-11-20 18:08:48,-10.2129,31.1808,77.47,36,87,5.3
494,Luklukan,PH,2021-11-20 18:08:48,14.3254,122.7124,78.15,90,100,4.0
495,Sampit,ID,2021-11-20 18:08:49,-2.5333,112.95,74.53,98,99,1.19
496,Marsh Harbour,BS,2021-11-20 18:03:57,26.5412,-77.0636,74.61,89,100,24.63
497,Sakakah,SA,2021-11-20 18:08:50,29.9697,40.2064,63.7,33,28,7.4
498,Cayenne,GF,2021-11-20 18:04:50,4.9333,-52.3333,84.24,84,0,6.91
499,Luang Prabang,LA,2021-11-20 18:08:50,19.8856,102.1347,68.22,84,58,1.05
500,Havelock,US,2021-11-20 18:08:50,34.8791,-76.9013,61.05,65,16,7.0
501,Cabanas,CU,2021-11-20 18:08:51,22.9758,-82.9219,84.67,82,99,11.25
502,Coquimbo,CL,2021-11-20 18:08:51,-29.9533,-71.3436,62.33,72,40,13.8
503,Concepcion,CL,2021-11-20 18:08:51,-36.827,-73.0498,67.8,64,0,4.61
504,Wenling,CN,2021-11-20 18:08:52,28.3669,121.36,59.92,85,45,4.83
505,Hukuntsi,BW,2021-11-20 18:08:52,-24.0,21.75,84.72,28,81,19.82
506,Port-Gentil,GA,2021-11-20 18:08:53,-0.7193,8.7815,79.57,82,99,12.08
507,Presidencia Roque Saenz Pena,AR,2021-11-20 18:09:53,-26.7852,-60.4388,88.14,24,2,6.76
508,Bani,DO,2021-11-20 18:09:54,18.2833,-70.3333,89.04,59,51,11.72
509,Tarko-Sale,RU,2021-11-20 18:09:54,64.9225,77.785,2.1,93,100,20.94
510,Praya,CV,2021-11-20 18:09:54,14.9215,-23.5087,84.74,61,20,12.66
511,San Roque,ES,2021-11-20 18:09:55,36.2107,-5.3842,59.83,88,75,3.44
512,Teguldet,RU,2021-11-20 18:09:55,57.3064,88.1667,14.65,93,100,8.41
513,Kahului,US,2021-11-20 18:08:10,20.8947,-156.47,78.84,81,20,10.36
514,Camacha,PT,2021-11-20 18:09:56,33.0833,-16.3333,65.62,56,20,4.61
515,Elat,IL,2021-11-20 18:09:56,29.5581,34.9482,69.64,73,75,6.91
516,Mahanje,TZ,2021-11-20 18:09:56,-9.9333,35.3333,75.58,34,6,5.37
517,Lufilufi,WS,2021-11-20 18:09:57,-13.8745,-171.5986,82.45,77,28,18.61
518,Banda Aceh,ID,2021-11-20 18:09:57,5.5577,95.3222,79.99,81,86,11.68
519,Cabo San Lucas,MX,2021-11-20 18:07:54,22.8909,-109.9124,82.51,47,1,3.44
520,Yangshan,CN,2021-11-20 18:09:57,28.7615,115.0287,57.27,97,100,2.62
521,Ranong,TH,2021-11-20 18:09:58,9.9658,98.6348,77.23,91,40,3.71
522,Taguatinga,BR,2021-11-20 18:09:58,-12.3857,-46.5711,82.81,62,89,1.34
523,Melekhovo,RU,2021-11-20 18:09:58,56.2773,41.2935,32.95,97,100,14.65
524,Melo,UY,2021-11-20 18:09:59,-32.3667,-54.1833,82.02,42,0,8.81
525,Singaraja,ID,2021-11-20 18:09:59,-8.112,115.0882,76.96,83,100,1.7
526,Alferrarede,PT,2021-11-20 18:10:00,39.4833,-8.1667,60.42,76,78,3.0
527,Sarkand,KZ,2021-11-20 18:10:00,45.41,79.9186,27.86,56,1,8.39
528,Nata,PA,2021-11-20 18:10:00,8.3333,-80.5167,90.46,59,72,1.5
529,Kalaleh,IR,2021-11-20 18:10:01,37.3807,55.4916,52.5,38,0,7.56
530,Hede,CN,2021-11-20 18:10:01,33.7681,120.2517,56.25,85,100,5.26
531,Clarksville,US,2021-11-20 18:08:49,36.5298,-87.3595,58.71,32,1,1.01
532,Gurupa,BR,2021-11-20 18:10:02,-1.405,-51.64,89.65,58,97,3.65
533,Tamandare,BR,2021-11-20 18:10:02,-8.7597,-35.1047,83.44,64,60,11.56
534,Lorengau,PG,2021-11-20 18:10:03,-2.0226,147.2712,80.64,71,42,0.72
535,Dekar,BW,2021-11-20 18:10:03,-21.5333,21.9333,79.0,36,92,7.7
536,Mbini,GQ,2021-11-20 18:10:03,1.574,9.6134,78.98,84,93,6.42
537,Hobyo,SO,2021-11-20 18:10:04,5.3505,48.5268,80.2,67,78,13.51
538,Guaratinga,BR,2021-11-20 18:10:04,-16.5667,-39.5667,83.07,63,90,4.41
539,Kirksville,US,2021-11-20 18:10:05,40.1948,-92.5833,53.78,39,1,3.0
540,Rameswaram,IN,2021-11-20 18:10:05,9.2833,79.3,81.59,77,58,19.95
541,Colesberg,ZA,2021-11-20 18:10:06,-30.72,25.0972,67.77,16,38,10.6
542,Mattru,SL,2021-11-20 18:10:06,7.6244,-11.8332,81.72,75,59,5.26
543,Taoudenni,ML,2021-11-20 18:10:07,22.6783,-3.9836,84.9,23,99,10.0
544,Road Town,VG,2021-11-20 18:10:07,18.4167,-64.6167,86.04,66,20,13.8
545,Jaru,BR,2021-11-20 18:10:07,-10.4389,-62.4664,84.16,74,77,3.49
546,Andapa,MG,2021-11-20 18:10:08,-14.65,49.65,66.81,98,67,0.63
547,Doka,SD,2021-11-20 18:10:08,13.5167,35.7667,81.54,24,0,12.3
548,Kautokeino,NO,2021-11-20 18:10:08,69.0125,23.0412,18.36,95,95,5.68
549,Hay River,CA,2021-11-20 18:09:27,60.8156,-115.7999,4.51,88,92,11.41
550,Buala,SB,2021-11-20 18:10:09,-8.145,159.5921,78.91,78,94,0.51
551,Sao Joao Da Barra,BR,2021-11-20 18:10:09,-21.6403,-41.0511,75.29,88,100,14.79
552,Porto Novo,BJ,2021-11-20 18:10:10,6.4965,2.6036,81.39,80,75,8.79
553,Campbell River,CA,2021-11-20 18:11:10,50.0163,-125.2446,42.26,94,100,0.27
554,Bara,NG,2021-11-20 18:11:10,10.3744,10.7288,84.83,19,9,6.91
555,Flinders,AU,2021-11-20 18:11:11,-34.5833,150.8552,60.21,93,100,1.01
556,Caravelas,BR,2021-11-20 18:11:11,-17.7125,-39.2481,80.56,75,100,8.08
557,Naryan-Mar,RU,2021-11-20 18:11:12,67.6713,53.087,24.8,95,100,8.99
558,Caxito,AO,2021-11-20 18:11:12,-8.5785,13.6643,81.25,80,51,7.16
